,field_id,name,title,abb,Order,Suborder,Group,Subgroup,drug_exposure,cov1,n1,beta1,se1,p1,cov2,n2,beta2,se2,p2,cov3,n3,beta3,se3,p3,p1_FDR,p2_FDR,p3_FDR
881,X23561.0.0,Cholesterol in Large HDL,L-HDL-C,lhdlc,18,4.0,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.036853732,0.002362547,1.02e-54,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.022636655,0.002173607,2.28e-25,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.017317825,0.002269898,2.41e-14,4.9e-54,9.55e-25,8.48e-14
882,X23568.0.0,Cholesterol in Medium HDL,M-HDL-C,mhdlc,18,4.0,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.006839503,0.001773936,0.000115627,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.014518267,0.001660635,2.36e-18,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.016454222,0.001763154,1.09e-20,0.000166422,8.75e-18,4.42e-20
883,X23575.0.0,Cholesterol in Small HDL,S-HDL-C,shdlc,18,4.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.001109253,0.000949623,0.242772943,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.001308279,0.000930388,0.159682013,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.000606452,0.000989984,0.540152112,0.269387089,0.191710806,0.591459437
884,X23485.0.0,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,XXL-VLDL-CE,xxlvldlce,18,5.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.004114138,0.000368319,6.23e-29,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.005858744,0.000355299,6.57e-61,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.006649334,0.00036979,5.21e-72,2.22e-28,3.65e-60,3.28e-71
885,X23492.0.0,Cholesteryl Esters in Very Large VLDL,XL-VLDL-CE,xlvldlce,18,5.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.006731519,0.000228911,2.62e-188,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.007742647,0.000222095,8.97e-263,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.008207785,0.000232064,6.99e-270,2.72e-187,1.24e-261,1.05e-268
886,X23499.0.0,Cholesteryl Esters in Large VLDL,L-VLDL-CE,lvldlce,18,5.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.010709506,0.00036403,1.82e-188,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.012147356,0.000356111,8.23e-252,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.012833706,0.000373437,3.88e-255,1.91e-187,1.13e-250,5.68e-254
887,X23506.0.0,Cholesteryl Esters in Medium VLDL,M-VLDL-CE,mvldlce,18,5.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.034384901,0.000572949,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.034579064,0.000577941,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.03481499,0.000616102,0.0,0.0,0.0,0.0
888,X23513.0.0,Cholesteryl Esters in Small VLDL,S-VLDL-CE,svldlce,18,5.0,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.019950108,0.000515953,7.6e-322,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.021610993,0.000510189,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.022463327,0.000538438,0.0,1.155e-320,0.0,0.0
889,X23520.0.0,Cholesteryl Esters in Very Small VLDL,XS-VLDL-CE,xsvldlce,18,5.0,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.031051663,0.000513638,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.031196467,0.00051821,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.031401187,0.000553455,0.0,0.0,0.0,0.0
890,X23527.0.0,Cholesteryl Esters in IDL,IDL-CE,idlce,18,5.0,Lipoprotein subclasses,IDL (average diameter 28.6 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.138445419,0.002315398,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.1368147,0.002324932,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.136964728,0.002480782,0.0,0.0,0.0,0.0
891,X23534.0.0,Cholesteryl Esters in Large LDL,L-LDL-CE,lldlce,18,5.0,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.150294327,0.00314888,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.150893533,0.003171489,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.152639378,0.003373362,0.0,0.0,0.0,0.0
892,X23541.0.0,Cholesteryl Esters in Medium LDL,M-LDL-CE,mldlce,18,5.0,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.056476512,0.001352125,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.059445744,0.001349523,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.061242256,0.001425037,0.0,0.0,0.0,0.0
893,X23548.0.0,Cholesteryl Esters in Small LDL,S-LDL-CE,sldlce,18,5.0,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.023402155,0.000510456,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.024552465,0.000510004,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.025188245,0.000538842,0.0,0.0,0.0,0.0
894,X23555.0.0,Cholesteryl Esters in Very Large HDL,XL-HDL-CE,xlhdlce,18,5.0,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.01089268,0.000394255,1.21e-166,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.008689026,0.000368121,1.96e-122,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.007788388,0.000385307,2.09e-90,1.19e-165,1.77e-121,1.61e-89
895,X23562.0.0,Cholesteryl Esters in Large HDL,L-HDL-CE,lhdlce,18,5.0,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.027677837,0.001840946,5.78e-51,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.016421513,0.001689785,2.65e-22,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.012212167,0.001762561,4.31e-12,2.64e-50,1.04e-21,1.39e-11
896,X23569.0.0,Cholesteryl Esters in Medium HDL,M-HDL-CE,mhdlce,18,5.0,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.007611805,0.001429029,1.01e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.013876184,0.001337196,3.37e-25,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.01548508,0.001418882,1.09e-27,1.69e-07,1.4e-24,4.81e-27
897,X23576.0.0,Cholesteryl Esters in Small HDL,S-HDL-CE,shdlce,18,5.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.002665731,0.000737333,0.000300242,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.002797209,0.000724562,0.000113289,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.002289852,0.000771655,0.00300453,0.000419059,0.000191376,0.005159503
898,X23486.0.0,Free Cholesterol in Chylomicrons and Extremely Large VLDL,XXL-VLDL-FC,xxlvldlfc,18,6.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001181213,0.000305886,0.000112798,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.002626554,0.000295112,5.78e-19,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003291329,0.000307211,9.55e-27,0.000162727,2.17e-18,4.2e-26
899,X23493.0.0,Free Cholesterol in Very Large VLDL,XL-VLDL-FC,xlvldlfc,18,6.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.003399699,0.000225029,1.92e-51,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.004481636,0.000216771,1.62e-94,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.004971569,0.000225478,4.2e-107,8.88e-51,1.16e-93,3.87e-106
900,X23500.0.0,Free Cholesterol in Large VLDL,L-VLDL-FC,lvldlfc,18,6.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.005647151,0.000385778,2.06e-48,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.007476645,0.000371726,1.4e-89,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.008317258,0.000386313,3.08e-102,9.13e-48,9.67e-89,2.67e-101
901,X23507.0.0,Free Cholesterol in Medium VLDL,M-VLDL-FC,mvldlfc,18,6.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.021602374,0.000456031,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.022675692,0.000455669,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.023261326,0.000482276,0.0,0.0,0.0,0.0
902,X23514.0.0,Free Cholesterol in Small VLDL,S-VLDL-FC,svldlfc,18,6.0,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.013457688,0.000290491,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.014108261,0.000290445,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.014477223,0.00030761,0.0,0.0,0.0,0.0
903,X23521.0.0,Free Cholesterol in Very Small VLDL,XS-VLDL-FC,xsvldlfc,18,6.0,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.011003868,0.000224031,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.01141925,0.00022488,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.011645633,0.000239519,0.0,0.0,0.0,0.0
904,X23528.0.0,Free Cholesterol in IDL,IDL-FC,idlfc,18,6.0,Lipoprotein subclasses,IDL (average diameter 28.6 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.050021099,0.000821597,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.049443816,0.000826425,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.049426119,0.000881762,0.0,0.0,0.0,0.0
905,X23535.0.0,Free Cholesterol in Large LDL,L-LDL-FC,lldlfc,18,6.0,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.063218105,0.001149136,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.062311514,0.001155881,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.062348883,0.001231783,0.0,0.0,0.0,0.0
906,X23542.0.0,Free Cholesterol in Medium LDL,M-LDL-FC,mldlfc,18,6.0,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.023494911,0.0004913,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.023665776,0.000495236,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.023893846,0.000526776,0.0,0.0,0.0,0.0
907,X23549.0.0,Free Cholesterol in Small LDL,S-LDL-FC,sldlfc,18,6.0,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.009540789,0.000189956,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.00956961,0.00019164,0.0,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.009604831,0.000204046,0.0,0.0,0.0,0.0
908,X23556.0.0,Free Cholesterol in Very Large HDL,XL-HDL-FC,xlhdlfc,18,6.0,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.003779826,0.000105247,1.46e-278,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003325759,0.000101106,1.63e-234,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003117135,0.000106617,5.81e-186,2.12e-277,2.18e-233,7.45e-185
909,X23563.0.0,Free Cholesterol in Large HDL,L-HDL-FC,lhdlfc,18,6.0,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.009175952,0.000527216,1.26e-67,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.006215201,0.000489817,7.89e-37,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.005105687,0.000513782,3.04e-23,6.99e-67,3.66e-36,1.28e-22
910,X23570.0.0,Free Cholesterol in Medium HDL,M-HDL-FC,mhdlfc,18,6.0,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.000772197,0.000353763,0.029054733,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.000642174,0.000333018,0.05381858,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.000969182,0.000354523,0.006264283,0.035256474,0.069147711,0.010288961
911,X23577.0.0,Free Cholesterol in Small HDL,S-HDL-FC,shdlfc,18,6.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001556438,0.000247084,3.02e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.001488907,0.000241896,7.56e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.001683349,0.000257268,6.09e-11,5.76e-10,1.98e-09,1.86e-10
912,X23487.0.0,Triglycerides in Chylomicrons and Extremely Large VLDL,XXL-VLDL-TG,xxlvldltg,18,7.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.005682397,0.002087994,0.006501858,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.015328446,0.002019583,3.26e-14,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.019565207,0.002102258,1.38e-20,0.008336574,1.04e-13,5.59e-20
913,X23494.0.0,Triglycerides in Very Large VLDL,XL-VLDL-TG,xlvldltg,18,7.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.002140215,0.001273653,0.092891178,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.008229219,0.001226109,1.95e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.010942666,0.001273196,8.65e-18,0.108083661,5.52e-11,3.29e-17
914,X23501.0.0,Triglycerides in Large VLDL,L-VLDL-TG,lvldltg,18,7.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.009537686,0.001433169,2.87e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.015759099,0.001391259,1.06e-29,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.018612696,0.001448502,1.02e-37,5.78e-11,4.64e-29,5e-37
915,X23508.0.0,Triglycerides in Medium VLDL,M-VLDL-TG,mvldltg,18,7.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),statin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.019163089,0.001795796,1.49e-26,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.026475489,0.0017520909999999999,1.84e-51,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.029995083,0.001826232,2e-60,5.04e-26,9.66e-51,1.14e-59
